,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
DB00460,1,1,5,15,2,2,5,2,8,1,4,14,0,8,4,10,0,4,2,0,4,3,0,0,13,14,8,1,2,15,3,0,6,2,3,9,0,0,2,4,0,4,0,1,2,0,0,3,11,1,0,10,7,0,4,8,1,10,3,0,2,4,1,10,1,1,12,0,0,11,6,2,2,8,1,9,8,0,9,11,5,2,1,9,1,2,1,4,6,0,4,1,9,2,0,0,0,12,1,6,8,0,5,8,6,9,10,2,10,8,10,0,0,5,0,6,4,4,0,6,0,0,5,12,0,2,8,14,2,2,8,6,8,13,2,0,5,10,4,0,6,3,4,4,1,0,14,9,2,12,9,12,3,2,0,2,11,0,14,13,0,5,1,0,6,0,1,1,3,10,1,1,8,14,0,0,2,3,12,0,14,0,14,1,0,2,4,3,0,8,1,2,0,9,2,4,3,8,12,1,14,2,1,3,4,0,0,1,4,8,4,0,6,2,1,8,14,0,4,4,9,10,4,8,0,13,13,0,4,11,5,6,8,8,6,6,8,0,0,6,10,4,0,2,1,2,6,0,0,5,9,8,2,8,3,8
DB00461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,0,0,0,1,0,10,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8,4,0,0,8,1,0,0,0,0,0,4,0,0,0,9,0,0,0,0,4,0,0,8,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
DB00462,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,1,0,7,0,0,0,0,2,8,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,8,0,8,12,0,0,8,2,0,0,0,0,0,5,0,0,1,9,0,0,0,1,1,0,0,8,0,0,2,0,2,8,8,0,0,0,0,4,0,0,12,1,0,0,8,0,0,0,8,1,1,0,8,1,8,10,2,0,0,0,0,0,2,0,0,0,0,0,0,1,5,12,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,1,8,0,0,0,10,1,0,1,3,0,0,0,0,8,0,0,0,5,0,0,0,1,0,1,0,0,0,0,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,6,0,0,0,2,2,0,0,8,0,0,0,0,2,6,0,0
DB00464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,8,2,0
DB00465,0,0,0,2,0,0,0,10,0,0,0,0,5,10,0,0,0,0,1,0,1,1,0,0,5,0,0,1,0,6,0,0,0,0,1,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,1,0,0,9,0,0,1,0,0,8,0,8,12,0,0,8,1,8,8,0,2,4,4,0,8,1,9,8,0,0,0,7,0,0,8,0,0,0,0,0,1,0,0,0,0,0,12,0,0,14,0,4,0,0,0,0,0,12,0,0,8,12,1,8,0,0,8,0,0,0,0,6,0,0,0,0,8,5,0,8,6,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,8,0,6,8,10,1,0,2,9,8,0,2,0,0,0,0,0,5,4,0,4,1,12,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,0,0,8,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,8,0,0,8,4,0,0,8,6,0,0,4,11,10,0,0,0,7,2,8,0,2,0,0,0,0,4,0,0
DB00467,0,0,0,1,4,0,0,2,0,1,8,0,9,8,0,0,0,0,1,0,4,3,2,0,0,14,0,1,0,6,1,0,0,0,0,4,1,0,0,2,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,1,0,0,14,0,0,0,0,2,12,0,0,1,2,0,0,0,0,12,5,0,0,1,9,0,0,0,0,4,0,0,9,8,0,2,0,0,14,0,3,0,0,0,0,0,0,2,0,0,4,0,0,0,1,12,0,0,0,13,0,0,0,4,0,4,0,0,9,2,0,0,14,0,0,4,0,8,6,0,0,0,0,0,4,0,14,0,0,0,0,0,12,0,1,0,0,0,0,0,3,14,0,6,8,10,7,8,6,1,8,0,4,8,2,1,8,2,7,0,0,0,0,14,4,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,1,0,0,4,0,0,8,1,0,8,4,0,8,0,1,8,0,0,4,7,8,8,4,0,12,0,0,12,1,8,0,0,8,0,0,0,0,2,8,0
DB00468,0,0,0,0,0,0,0,2,0,9,0,0,0,8,0,8,2,0,1,0,4,1,0,10,4,0,0,1,0,6,0,0,0,0,0,12,1,0,8,0,0,0,0,0,12,0,0,0,0,2,0,12,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,9,8,0,0,0,1,8,0,8,12,8,0,8,3,0,0,0,0,4,5,0,0,1,8,0,0,0,9,8,0,0,0,8,0,6,0,0,14,0,0,0,0,0,0,1,0,8,0,4,4,1,0,0,0,12,0,0,0,12,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,2,0,2,0,1,4,0,0,0,0,1,0,0,1,8,2,0,8,0,3,8,2,3,8,0,0,0,0,0,8,1,5,0,0,0,1,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,6,0,0,0,2,6,4,0,6,0,0,0,0,0,0,0,0,2,6,2,0
DB00469,0,0,4,3,4,2,9,2,8,4,4,0,8,0,0,0,0,0,4,8,4,1,2,0,0,1,15,0,2,6,0,9,0,0,2,12,12,1,0,0,0,0,0,0,4,0,0,12,8,0,8,2,4,8,9,0,0,0,0,0,6,12,0,0,8,1,8,4,0,5,8,0,2,0,4,4,2,2,4,0,0,0,3,8,6,2,6,4,6,4,2,0,2,0,10,8,10,0,2,0,10,8,1,0,0,0,1,5,10,5,0,3,8,4,1,0,2,0,0,2,0,0,1,14,9,0,0,12,2,2,0,4,6,12,10,0,3,2,8,0,4,1,0,9,8,8,6,7,8,0,0,0,11,0,10,3,6,4,5,0,4,0,1,4,2,0,0,0,6,14,0,0,12,6,8,1,2,0,9,0,6,8,0,0,2,0,6,0,0,0,2,2,0,2,0,0,2,0,0,0,0,12,0,0,8,0,0,5,4,0,4,2,2,0,8,0,12,0,0,5,0,1,8,12,0,8,4,2,13,0,1,8,2,0,1,6,0,8,0,1,5,4,0,0,5,0,0,2,6,0,15,1,0,3,14,0
DB00470,0,4,0,0,0,0,0,1,12,3,0,0,0,0,1,8,2,0,0,0,0,1,0,10,8,0,0,1,0,3,0,2,0,0,0,8,1,0,0,0,12,2,8,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,4,0,9,0,0,0,0,9,8,0,8,4,8,0,8,1,0,0,0,0,0,4,0,0,0,8,8,4,0,0,0,8,2,0,0,0,2,2,0,10,0,0,0,8,0,1,1,0,0,0,4,0,1,0,0,0,8,2,0,0,8,0,0,8,0,0,0,0,0,2,2,1,0,8,0,2,0,0,0,6,8,2,0,0,0,0,0,0,2,2,10,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,8,0,4,0,0,0,4,0,0,4,1,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,3,4,0,0,2,2,4,0,2,0,0,0,0,0,0,0,0,0,4,0,0
DB00471,0,0,0,1,8,0,0,2,0,1,0,0,0,4,8,0,0,0,0,0,6,5,0,10,1,0,1,1,0,14,0,0,0,0,0,12,0,0,2,1,0,2,0,0,6,0,0,2,10,0,0,0,0,0,8,0,0,8,0,0,0,4,0,9,8,4,4,0,0,9,0,0,0,0,0,8,4,8,4,0,0,8,1,0,0,1,0,4,4,0,0,8,9,8,0,0,0,6,0,1,9,8,0,4,4,1,6,4,0,0,0,0,8,0,0,2,0,0,6,2,0,2,0,14,0,0,0,12,0,4,0,0,0,4,0,8,0,2,0,0,0,1,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,5,0,0,1,8,8,0,8,11,2,8,2,1,8,0,4,3,0,0,8,0,4,1,0,0,1,0,0,0,0,4,6,0,0,0,8,2,0,0,0,2,0,1,1,0,4,0,2,0,4,8,4,0,0,0,0,2,0,0,0,0,4,0,4,0,0,4,0,0,2,6,0,0,3,2,4,4,0,4,0,0,0,0,0,1,4,3,0,4,0,0
DB00472,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,8,2,0,1,0,0,1,0,8,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,8,13,0,0,8,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,8,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,12,2,0,0,8,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,8,0,0,0,0,2,0,0,1,0,0,0,0,8,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,10,4,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0
DB00473,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,0,3,0,0,8,0,0,1,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,12,0,0,0,2,0,1,0,0,0,4,0,0,1,8,0,0,0,0,0,0,0,8,0,0,2,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,8,0,2,0,8,0,0,0,8,1,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,8,0,2,0,10,3,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,4,0,0,8,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
DB00474,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,10,0,0,0,2,0,0,0,8,0,4,0,0,0,1,0,0,8,0,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,8,1,0,0,13,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,8,0,0,0,1,2,0,0,0,0,0,0,0,8,8,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,4,0,2,1,1,0,4,0,8,0,8,0,0,0,0,0,0,0,2,0,0
DB00475,1,0,0,0,8,0,0,2,0,4,0,6,0,0,1,0,4,0,2,0,4,1,0,0,0,8,0,5,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,1,4,0,0,0,4,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,12,4,7,1,10,2,2,0,0,0,4,4,0,0,0,8,14,2,1,1,2,0,0,1,0,0,4,4,0,0,0,8,0,0,8,8,0,0,6,0,0,12,1,8,0,0,8,0,0,1,9,8,10,0,0,0,8,0,0,0,2,0,0,0,0,0,1,0,1,0,0,4,8,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,2,8,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,4,12,0,0,0,1,0,0,0,0,9,2,0,8,0,10,8,0,0,1,4,0,0,4,0,0,8,0,4,0,0,4,2,0,0,0,8,2,0,0,8,0,8,1,0,9,8,0,0,8,6,8,4,0,2,4,0,0,8,0,0,8,1,2,0,4,2,0,7,0,0
DB00476,0,4,0,1,0,0,0,0,0,4,0,0,0,2,0,8,2,0,1,0,0,1,0,8,2,0,0,1,0,6,0,0,0,0,0,0,1,0,4,0,0,2,0,0,4,0,8,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,8,0,8,12,0,0,0,3,0,0,2,0,0,12,0,0,0,8,0,8,0,0,0,8,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,6,0,12,2,0,0,8,0,8,2,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,2,9,2,0,5,8,0,8,0,0,8,8,0,1,1,0,0,0,8,0,0,0,12,0,1,0,1,0,0,2,0,0,0,0,0,0,0,6,0,0,2,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,10,4,8,0,0,0,0,0,0,0,0,12,1,0,6,5,0
DB00477,0,0,0,0,12,0,0,2,0,0,8,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,6,0,0,2,0,0,4,0,0,0,0,0,8,0,0,2,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,6,0,0,0,2,0,4,0,0,4,6,0,0,0,8,8,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,4,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,0,2,0,0,4,0,0,0,14,0,1,0,0,0,0,0,1,8,0,0,0,9,0,0,2,0,8,0,0,0,0,0,0,0,0,8,0,0,1,9,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,8,2,0,0,0,1,0,6,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,3,0,2,2,0
DB00478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DB00479,0,0,0,2,0,0,4,0,0,1,0,0,5,4,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0,5,0,0,8,0,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,2,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,2,0,0,0,0,0,4,0,0,3,13,0,0,0,0,4,0,0,8,0,0,2,0,3,8,8,0,0,0,0,0,0,2,8,1,0,0,8,0,0,2,11,9,0,0,8,1,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,12,0,10,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,1,0,1,12,0,6,3,0,1,7,0,0,0,0,8,0,0,8,1,0,0,0,1,8,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,3,4,0,0,0,0,2,1,0,0,0,0,0,2,0,2,0,0,0,4,0,0,1,1,0,0,14,0,0,0,0,0,0,0,0,0,2,10,0,0
DB00480,1,0,0,3,8,0,0,2,0,1,8,0,3,8,0,0,0,0,1,0,0,1,0,0,1,4,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,8,0,2,2,0,0,1,0,0,8,0,0,10,0,0,0,0,0,0,0,0,3,0,8,12,0,0,0,2,0,0,0,0,4,5,0,0,3,11,0,0,0,0,6,0,0,8,8,1,2,0,0,2,0,2,0,0,0,0,0,0,2,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,12,0,0,2,0,0,0,0,3,8,0,6,8,6,8,0,2,0,0,0,0,0,0,1,0,2,4,0,0,0,1,12,0,0,0,4,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,8,4,0,0,1,0,0,0,0,0,6,0,0,0,1,10,0,0,4,4,0,0,0,4,0,8,0,0,2,0,0
DB00481,1,12,0,1,2,0,0,0,1,1,0,0,0,8,0,9,2,0,1,0,0,9,0,11,8,0,0,1,0,6,0,2,0,0,1,8,1,0,8,0,0,0,8,0,8,0,0,0,0,2,0,4,0,4,8,0,2,9,1,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,8,8,0,8,12,1,0,8,2,0,0,2,0,0,13,0,0,1,8,2,8,0,0,0,8,0,8,0,3,10,0,2,2,0,0,0,8,1,2,1,0,8,3,1,8,1,0,0,0,8,0,0,0,8,1,0,0,2,0,0,0,0,8,2,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,2,4,2,0,1,0,0,0,0,0,0,0,0,5,8,8,6,0,10,8,8,3,2,0,0,4,0,9,0,0,0,5,0,0,0,1,4,0,2,8,0,4,0,0,2,10,4,0,0,0,0,1,0,0,0,1,3,0,0,0,0,5,0,0,0,0,6,4,5,0,2,0,0,4,2,10,8,0,0,0,6,0,0,0,2,8,0,0,0,0,0,0,0,0,0,12,1,0,14,0,0
DB00482,0,0,0,0,6,0,3,6,0,0,8,0,2,2,0,8,10,1,1,0,0,1,0,0,0,0,11,1,0,6,0,0,0,1,0,8,0,0,1,0,0,0,0,0,4,0,0,2,0,0,4,4,0,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,8,15,0,0,9,0,0,10,0,0,4,6,0,0,0,8,0,0,10,0,0,0,0,0,8,1,0,0,2,0,0,0,2,0,1,8,0,2,0,0,0,4,0,0,0,0,12,2,0,0,12,0,0,0,2,0,0,0,0,0,2,8,0,1,0,0,0,0,4,4,0,0,0,0,0,1,0,2,2,2,0,0,8,12,0,1,0,0,0,0,0,1,8,0,1,10,0,2,0,3,0,8,0,0,8,0,0,8,11,4,0,4,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,3,0,12,2,0,0,0,0,9,0,0,0,0,8,6,9,0,4,0,0,4,1,0,4,2,0,4,6,0,0,0,8,4,0,2,6,0,2,0,0,8,0,0,1,2,6,10,2
DB00483,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,8,0,0,2,0,0,6,0,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,2,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,8,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,8,8,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,6,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,0
DB00484,0,0,0,0,12,0,0,6,0,4,8,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,0,4,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0,8,4,2,1,0,2,0,0,0,1,4,4,0,0,0,8,0,0,0,0,0,0,0,2,8,1,4,0,0,4,0,0,0,0,8,8,0,8,4,0,0,12,0,0,0,1,4,0,0,0,4,0,8,0,4,0,8,0,0,0,0,4,0,0,0,0,8,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,2,2,0,1,0,0,2,8,0,5,8,0,0,0,2,1,8,2,0,0,0,0,0,0,0,8,0,0,2,0,0,0,1,0,2,0,8,0,0,0,0,0,0,0,0,0,4,0,0,6,8,0,8,0,0,0,0,0,0,0,8,0,0,10,0,0,8,0,9,0,0,0,0,14,0,0,0,0,0,0,0,4,8,1,0,8,0,13,0,0,4,2,4,0
DB00485,0,8,0,0,10,0,0,0,4,6,0,0,7,0,2,1,2,4,1,14,4,3,6,0,3,14,3,1,0,6,5,9,0,0,0,2,0,0,8,1,1,0,1,8,8,0,10,0,1,0,2,2,5,2,0,0,2,12,0,0,1,0,1,8,0,0,4,6,0,1,0,0,1,10,0,7,6,10,4,4,0,0,2,0,0,0,0,1,4,0,4,4,11,12,8,0,0,14,0,1,14,0,0,6,0,0,2,12,3,5,4,1,10,0,1,8,4,4,2,1,2,0,4,12,0,0,8,14,1,4,2,2,0,6,0,0,1,2,0,0,1,6,0,0,0,4,4,0,0,0,1,0,0,0,5,0,0,3,0,9,4,0,8,2,2,0,0,0,3,8,0,0,0,15,0,0,1,3,8,0,2,7,2,1,0,6,4,8,8,0,9,8,0,0,0,0,3,2,0,0,8,0,0,0,0,2,2,1,0,0,0,0,4,0,2,0,8,8,4,0,0,0,5,1,0,8,0,0,5,0,0,4,0,0,0,6,0,0,2,1,10,0,0,0,4,4,1,0,12,3,1,3,2,2,10,0
DB00486,0,4,0,1,0,0,0,1,4,3,0,0,0,0,1,8,2,0,0,0,0,1,0,10,0,0,0,1,0,3,0,0,0,0,0,8,1,0,0,0,12,2,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,8,4,0,0,8,1,0,0,0,0,0,4,0,0,0,9,8,4,0,0,4,8,0,8,0,2,10,2,0,10,0,0,0,8,0,1,1,0,0,0,0,0,1,0,0,0,8,2,0,0,8,0,0,8,0,0,0,0,0,2,2,0,0,8,0,0,0,0,2,4,8,2,0,0,8,0,0,0,2,0,10,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,4,0,0,4,1,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,3,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0
DB00487,0,0,0,0,4,0,0,2,0,0,8,0,9,8,0,0,0,0,1,0,4,3,2,0,0,6,0,1,0,6,1,0,0,0,0,4,1,0,0,2,0,0,0,0,12,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,12,0,0,0,0,10,12,0,0,0,2,0,0,0,0,4,5,0,0,1,8,0,0,0,0,0,0,0,8,8,0,2,0,0,6,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,13,0,0,0,4,0,4,0,0,8,2,0,0,4,0,0,4,0,8,2,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,1,0,0,0,0,0,3,8,0,6,8,10,7,8,6,0,8,0,0,0,2,4,8,2,5,0,0,0,1,14,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,1,0,0,4,0,0,8,1,0,8,4,0,8,0,0,0,0,0,0,7,8,0,4,0,12,0,0,4,0,0,0,0,0,0,0,0,0,2,4,0
